nome,url,url_canonical,indirizzo,cap,citta,provincia,regione,paese,telefono,email,sito_web,padiglione,stand,coespositore,espositore_principale,partita_iva,marchi,categorie,descrizione
TOSH,https://dp-plast.fieramilano.it/exhibitor/17,https://dp-plast.fieramilano.it/exhibitor/17,"Via Lambro 84, Frazione Quinto de Stampi",20089,ROZZANO,MI,Lombardia,Italy,+39 02 575661,info@tosh.it,http://www.tosh.it,22,B91 B95,,,,,"MACCHINE PER STAMPA SU PRODOTTI IN PLASTICA E GOMMA | STAMPATRICI, ALTRE | MACCHINE E IMPIANTI PER FINITURA, DECORAZIONE, STAMPA E MARCATURA, ALTRE E LINEE DI CONFEZIONAMENTO | DISPOSITIVI DI MARCATURA | ATTREZZATURE DI PRETRATTAMENTO SUPERFICIALE | MACCHINE E IMPIANTI PER FINITURA, DECORAZIONE, STAMPA E E MARCATURA DI PRODOTTI IN MATERIE PLASTICHE | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA",
UNION,https://dp-plast.fieramilano.it/exhibitor/18,https://dp-plast.fieramilano.it/exhibitor/18,Via I Maggio 12/14,20028,SAN VITTORE OLONA,MI,Lombardia,Italy,+39 0331 519300,info@unionextrusion.it,http://www.unionextrusion.it,15,G67 J72,,,,,"IMPIANTI DI RICICLAGGIO | IMPIANTI D'ESTRUSIONE PER FILM-FOGLIE-LASTRE | IMPIANTI D'ESTRUSIONE PER REGGETTE | ESTRUSORI MONOVITE | ESTRUSORI BIVITE | IMPIANTI D'ESTRUSIONE PER MONO E MULTIFILAMENTI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE PER ACCOPPIAMENTO E SPALMATURA | IMPIANTI D'ESTRUSIONE PER RIVESTIMENTO DI TUBI E CAVI | IMPIANTI D'ESTRUSIONE PER COMPOUND | IMPIANTI D'ESTRUSIONE, ALTRI | MACCHINE PER ESPANSI, ALTRE | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE PER ESPANSI E RESINE REATTIVE O RINFORZATE","Fondata nel 1950, Union Officine Meccaniche s.p.a. è un’azienda leader nel settore dell’estrusione di materiali rigidi ed espansi, specializzata nella realizzazione di impianti completi ad alta tecnologia e componenti atti ad implementare impianti esistenti."
NG LABTEC,https://dp-plast.fieramilano.it/exhibitor/19,https://dp-plast.fieramilano.it/exhibitor/19,Via Bianzanella 6/A,24124,BERGAMO,BG,Lombardia,Italy,+39 035 4175268,info@nglabtec.com,http://www.nglabtec.com,11,B66 B68,,,,,"ALTRE APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ REOLOGICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ TERMICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | STRUMENTI DI PRECISIONE | PROVE, MISURE E CONTROLLI | CONTROLLI DI PROCESSO | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO | APPLICAZIONI INDUSTRIALI E AGRICOLE | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA","NG Labtec Srl è distributore esclusivo per l'Italia di aziende leader nella produzione di strumentazione per la caratterizzazione di materiali e superfici. Con un'esperienza più che trentennale, operiamo in diversi ambiti applicativi e siamo in grado di proporre soluzioni per: • Misura del colore – con sistemi all'avanguardia per R&D, controllo qualità (QC) e controllo di processo, sia tramite spettrocolorimetri che sistemi visivi e di imaging; • Preparazione di campioni e caratterizzazione delle proprietà fisiche e meccaniche di materiali plastici – tra cui indice di fluidità (MFI), resilienza con pendolo Charpy/Izod, test di impatto e prove di trazione/compressione con dinamometro; • Trattamento superficiale al plasma – per migliorare la bagnabilità e l'energia superficiale di materiali polimerici prima di operazioni di stampa e incollaggio, incrementando l'adesione di adesivi, elastomeri, vernici e inchiostri; • Analisi dell'angolo di contatto – per la valutazione quantitativa della bagnabilità di una superficie e la verifica dell'efficacia di trattamenti superficiali; • Misura della granulometria e della morfologia delle particelle – sia a secco che in dispersione liquida, con analizzatori a diffrazione laser, analisi dinamica dell'immagine (DIA) e diffusione dinamica della luce (DLS); • Verifica della pulizia di superfici metalliche – per il rilevamento di residui organici. Ulteriori tecniche e soluzioni sono consultabili sul nostro sito web. Il nostro team di supporto t"
MAHLO,https://dp-plast.fieramilano.it/exhibitor/20,https://dp-plast.fieramilano.it/exhibitor/20,Donaustrasse 12,93342,Saal/Donau,,,Germany,+49 9441 6010,info@mahlo.com,http://www.mahlo.com,11,B126,,,,,CONTROLLI DI PROCESSO | MISURATORI DI SPESSORE | MISURATORI DI CONTENUTO D'UMIDITÀ | APPARECCHIATURE DI PESATURA DI PRECISIONE | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,"Mahlo GmbH + Co. KG, con sede a Saal an der Donau in Germania, è un leader mondiale nei sistemi di misura, controllo e automazione online per processi a nastro continuo, con competenze sviluppate dal 1945.
 Per l’industria delle materie plastiche, Mahlo offre soluzioni ad alta precisione per l’estrusione di film e per i processi di coating e laminazione, consentendo la misura in linea di spessore, peso areico e strutture multistrato, oltre al controllo del profilo sull’intera larghezza del nastro. Tecnologie di sensori avanzate garantiscono un monitoraggio continuo della qualità in tempo reale e condizioni di produzione stabili.
 In questo modo, Mahlo supporta produttori di film e converter nel garantire qualità costante, ridurre gli scarti e ottimizzare l’efficienza e la sostenibilità dei processi produttivi."
FRIGOSYSTEM,https://dp-plast.fieramilano.it/exhibitor/21,https://dp-plast.fieramilano.it/exhibitor/21,Via J.F. Kennedy 240,21042,CARONNO PERTUSELLA,VA,Lombardia,Italy,+39 02 9658610,info@frigosystem.it,http://www.frigosystem.it,15,E41 G50,,,,,"ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO, ALTRE | IMPIANTI D'ESTRUSIONE, ALTRI | PRESSE, ALTRE | MACCHINE PER SOFFIAGGIO DI  MATERIE PLASTICHE, ALTRE | MACCHINE A INIEZIONE, ALTRE | MACCHINE PER RESINE REATTIVE RINFORZATE, ALTRE | MACCHINE PER ESPANSI, ALTRE | MACCHINE TRASFORMATRICI, ALTRE | MACCHINE PER LAVORAZIONE SECONDARIA, ALTRE | MACCHINE E IMPIANTI PER FINITURA, DECORAZIONE, STAMPA E MARCATURA, ALTRE E LINEE DI CONFEZIONAMENTO | REFRIGERATORI D'ACQUA | UNITÀ DI RISCALDAMENTO E RAFFREDDAMENTO PER STAMPI E FILIERE | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA, ALTRE | DISPOSITIVI PER IL CONTROLLO DI TEMPERATURA | PARTI E COMPONENTI DI MACCHINE PER MATERIE PLASTICHE E GOMMA, ALTRE | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELL","Fondata nel 1970, Frigosyste Corema è tuttora focalizzata sulla progettazione, produzione e vendita di refrigeratori industriali e termoregolatori, vantando una lunga esperienza nei sistemi ad alta precisione.
 L’ampia gamma di prodotti consente di soddisfare le esigenze specifiche sia della piccola sia della grande industria: Frigosystem-Corema è in grado di strutturare la propria offerta"
FRIGOSYSTEM,https://dp-plast.fieramilano.it/exhibitor/22,https://dp-plast.fieramilano.it/exhibitor/22,Via J.F. Kennedy 240,21042,CARONNO PERTUSELLA,VA,Lombardia,Italy,+39 02 9658610,info@frigosystem.it,http://www.frigosystem.it,24,C11,,,,,,"Fondata nel 1970, Frigosystem-Corema è tuttora focalizzata sulla progettazione, produzione e vendita di refrigeratori industriali e termoregolatori, vantando una lunga esperienza nei sistemi ad alta precisione.
 L’ampia gamma di prodotti consente di soddisfare le esigenze specifiche sia della piccola sia della grande industria: Frigosystem-Corema è in grado di strutturare la propria offerta con impianti e soluzioni su misura, sempre orientati all’efficienza e al risparmio energetico."
EPISTOLIO,https://dp-plast.fieramilano.it/exhibitor/23,https://dp-plast.fieramilano.it/exhibitor/23,Via Scerei 4,21020,CASCIAGO,VA,Lombardia,Italy,+39 0332 212692,info@epistolio.com,http://www.epistolio.com,13,M26,,,,,"ATTREZZATURE DI DOSAGGIO | TRASPORTATORI A VITE | CONTROLLI DI PROCESSO | APPARECCHIATURE DI PESATURA DI PRECISIONE | PARTI E COMPONENTI DI MACCHINE PER MATERIE PLASTICHE E GOMMA, ALTRE | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA","Epistolio Group è un’azienda leader nel settore dell’automazione industriale, specializzata nella fornitura di componentistica, progettazione e realizzazione di robot ed impianti di verniciatura, sistemi di dosaggio gravimetrico e soluzioni di trasporto e movimentazione. Fondata con l’obiettivo di offrire tecnologie avanzate, Epistolio Group si distingue per l’innovazione e un servizio clienti eccellente, sempre al centro delle nostre attività"
GRUPPO VIGNATI,https://dp-plast.fieramilano.it/exhibitor/24,https://dp-plast.fieramilano.it/exhibitor/24,Via De Vecchi 10,20057,ASSAGO,MI,Lombardia,Italy,+39 02 48852001,info@vignati.it,http://www.vignati.it,11,C86,,,,,"STAMPI, ALTRI | STAMPI PER INIEZIONE/COMPRESSIONE | STAMPAGGIO A INIEZIONE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | FORNITURA DI LAVORAZIONI PER CONTO TERZI | FORNITORI DI SEMILAVORATI O PRODOTTI FINITI IN  MATERIE PLASTICHE E GOMMA E SERVIZI DI LAVORAZIONE C",
CARLASSARA,https://dp-plast.fieramilano.it/exhibitor/25,https://dp-plast.fieramilano.it/exhibitor/25,Via San Francesco 37,21020,INARZO,VA,Lombardia,Italy,+39 0332 964245,acquisti@carlassara.it,http://www.carlassara.it,13,M25,,,,,"IMPIANTI D'ESTRUSIONE PER FILM-FOGLIE-LASTRE | ESTRUSORI MONOVITE | ESTRUSORI, ALTRI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE, ALTRI | TAGLIERINE | AVVOLGITORI-BOBINATORI | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE PER LAVORAZIONE SECONDARIA DI  MATERIE PLASTICHE E GOMMA","Carlassara è un’azienda italiana specializzata nella progettazione e produzione di linee di estrusione per materie plastiche, tubi e profili. Grazie a un forte know-how tecnico e a un approccio su misura, sviluppa soluzioni personalizzate in base alle esigenze specifiche dei clienti, garantendo qualità, affidabilità e innovazione per il mercato internazionale."
BAUSANO,https://dp-plast.fieramilano.it/exhibitor/26,https://dp-plast.fieramilano.it/exhibitor/26,Corso Indipendenza 111,10086,RIVAROLO CANAVESE,TO,Piemonte,Italy,+39 0124 26326,info@bausano.com,http://www.bausano.com,13,E33 F34,,,,,"ESTRUSORI MONOVITE | ESTRUSORI BIVITE | IMPIANTI D'ESTRUSIONE PER RIVESTIMENTO DI TUBI E CAVI | IMPIANTI D'ESTRUSIONE PER COMPOUND | IMPIANTI D'ESTRUSIONE, ALTRI | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA","Bausano è un’azienda italiana specializzata nello sviluppo di tecnologie avanzate per l’estrusione delle materie plastiche, con una gamma completa di estrusori bivite, monovite e linee di estrusione turnkey.
 Le soluzioni bivite sono progettate per la trasformazione del PVC rigido e plastificato, con elevata efficienza di plastificazione, controllo termico accurato e stabilità del melt. Trovano applicazione nella produzione di tubi in PVC-U e PVC-C per pressione, scarico e fognatura, in configurazione mono e multistrato, oltre che in profili tecnici e per serramenti in PVC.
 Le tecnologie monovite coprono la lavorazione di poliolefine come PE, HDPE e PP, per la produzione di tubi lisci e corrugati, anche multistrato, garantendo alte portate e flessibilità operativa.
 L’offerta include inoltre linee dedicate al riciclo, sviluppate per il recupero di sfridi industriali e materiali post-consumo, con l’obiettivo di ottenere un materiale omogeneo e reprocessabile, idoneo al reinserimento nei cicli produttivi.
 Il valore distintivo di Bausano risiede in un approccio engineering-driven e su misura: ogni soluzione viene sviluppata a partire dall’analisi della formulazione, del comportamento reologico del materiale e delle specifiche applicative, ottimizzando configurazione vite, lay-out impianto e parametri di processo. L’integrazione di sistemi digitali avanzati e algoritmi di intelligenza artificiale consente il monitoraggio continuo delle performance e l’ottimizzazione predittiva "
ZAMBELLO RIDUTTORI,https://dp-plast.fieramilano.it/exhibitor/27,https://dp-plast.fieramilano.it/exhibitor/27,Via Polesana per Rovigo 28,45026,LENDINARA,RO,Veneto,Italy,+39 0425 600843,info@zambello2.it,http://www.zambello.it,13,L15 M16,,,,,"IMPIANTI DI RICICLAGGIO | ESTRUSORI MONOVITE | ESTRUSORI BIVITE | ESTRUSORI, ALTRI | IMPIANTI D'ESTRUSIONE PER MONO E MULTIFILAMENTI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE PER COMPOUND | IMPIANTI D'ESTRUSIONE, ALTRI | MACCHINE PER ESTRUSIONE/SOFFIAGGIO | MACCHINE PER ESTRUSIONE/STIRO/SOFFIAGGIO | MACCHINE PER INIEZIONE/SOFFIAGGIO | MACCHINE PER SOFFIAGGIO DI  MATERIE PLASTICHE, ALTRE | MACCHINE A INIEZIONE PER TERMOPLASTICI OLTRE 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER GOMMA | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE PER SOFFIAGGIO D",
TECNOMATIC,https://dp-plast.fieramilano.it/exhibitor/28,https://dp-plast.fieramilano.it/exhibitor/28,Via Emilia 4,24052,AZZANO SAN PAOLO,BG,Lombardia,Italy,+39 035 310375,info@tecnomaticsrl.net,http://www.tecnomaticsrl.net,13,M33 N34,,,,,"ESTRUSORI MONOVITE | ESTRUSORI, ALTRI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE PER RIVESTIMENTO DI TUBI E CAVI | IMPIANTI D'ESTRUSIONE, ALTRI | FILIERE D'ESTRUSIONE | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA","Situata a Bergamo, nel cuore della regione Lombardia, Tecnomatic offre macchine e progetti chiavi in mano per l’industria dei tubi in plastica. Dal 1977, un’azienda in continua evoluzione in grado di crescere in linea con i cambiamenti del mercato e consolidare il proprio nome nel mercato mondiale della produzione di macchinari ad alto contenuto tecnico. Individuare le esigenze del cliente, analizzare la fattibilità del progetto, definire l’offerta di vendita e verificare i costi di produzione sono il punto di partenza. Passione, tecnologia e qualità del personale sono i mezzi per concepire le migliori soluzioni con un adeguato equilibrio tra design, innovazione ed esigenze di produzione."
SARA,https://dp-plast.fieramilano.it/exhibitor/29,https://dp-plast.fieramilano.it/exhibitor/29,Via Torino 107/B,10088,VOLPIANO,TO,Piemonte,Italy,+39 011 5530200,info@sarasrl.eu,http://www.sarasrl.eu,13,S20,,,,,"ESTRUSORI BIVITE | ESTRUSORI, ALTRI | IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE, ALTRI | MACCHINE PER ESPANSI, ALTRE | FILIERE D'ESTRUSIONE | VITI DI PLASTIFICAZIONE | RICONDIZIONAMENTO DI MACCHINARI | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE PER ESPANSI E RESINE REATTIVE O RINFORZATE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | RICOSTRUZIONE E RICONDIZIONAMENTO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
SIRIUS ELECTRIC,https://dp-plast.fieramilano.it/exhibitor/30,https://dp-plast.fieramilano.it/exhibitor/30,Via L. Mastronardi 6/B,27029,VIGEVANO,PV,Lombardia,Italy,+39 0381 325610,info@siriuselectric.it,http://www.siriuselectric.it,22,C06,,,,,"SALDATRICI A PIASTRA CALDA | SALDATRICI A ULTRASUONI | SALDATRICI A FRIZIONE | SALDATRICI, ALTRE | SALDATRICI PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA","Sirius Electric è un'azienda con sede a Vigevano (PV), presente nel settore della saldatura delle materie plastiche dal 1989.
 Produciamo e commercializziamo saldatrici a ultrasuoni, a lama calda, a vibrazione e a rotofrizione. Ci occupiamo inoltre della progettazione e produzione di attrezzature speciali e sonotrodi per tutte le tipologie di frequenze. 
 Grazie all'utilizzo di software di simulazione di alto livello, effettuiamo studi interni di fattibilità e test per future applicazioni. Il nostro punto di forza è l'internalizzazione dei processi - design, produzione e test - attraverso l'ausilio di materiali e componenti di alta qualità, macchine CNC di ultima generazione e sistemi CAD 3D.
 Crediamo nel ruolo centrale del cliente e delle sue necessità, ed è per questo che siamo in grado di sviluppare progetti su misura e co-creati."
BANDERA,https://dp-plast.fieramilano.it/exhibitor/31,https://dp-plast.fieramilano.it/exhibitor/31,Corso Sempione 120,21052,BUSTO ARSIZIO,VA,Lombardia,Italy,+39 0331 398111,lbandera@lbandera.com,http://www.luigibandera.com,15,P41 P49,,,,,"PELLETTIZZATORI | IMPIANTI DI RICICLAGGIO | IMPIANTI D'ESTRUSIONE PER FILM SOFFIATO | IMPIANTI D'ESTRUSIONE PER FILM-FOGLIE-LASTRE | ESTRUSORI MONOVITE | ESTRUSORI BIVITE | ESTRUSORI, ALTRI | IMPIANTI D'ESTRUSIONE PER ACCOPPIAMENTO E SPALMATURA | IMPIANTI D'ESTRUSIONE PER COMPOUND | IMPIANTI D'ESTRUSIONE, ALTRI | MACCHINE PER ESTRUSIONE/SOFFIAGGIO | MACCHINE PER ESTRUSIONE/STIRO/SOFFIAGGIO | CALANDRE | FILIERE D'ESTRUSIONE | RICERCA E SVILUPPO | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE PER SOFFIAGGIO DI  MATERIE PLASTICHE | MACCHINE TRASFORMATRICI PER  MATERIE PLASTICHE E GOMMA","Bandera è un leader globale nella progettazione e produzione di linee innovative per l’estrusione e il riciclo, offrendo soluzioni avanzate per il packaging, la produzione di film e tecnologie di riciclo ad alta efficienza. L’azienda è specializzata in sistemi sostenibili e ad alte prestazioni per diverse applicazioni industriali a livello mondiale."
ZUFFINETTI,https://dp-plast.fieramilano.it/exhibitor/32,https://dp-plast.fieramilano.it/exhibitor/32,Largo F.lli Cervi 2,20055,VIMODRONE,MI,Lombardia,Italy,+39 02 27409380,info@zuffinetti.it,http://www.zuffinetti.it,22,C12,,,,,"LAME E COLTELLI PER MACCHINE | PARTI E COMPONENTI DI MACCHINE PER MATERIE PLASTICHE E GOMMA, ALTRE | RICONDIZIONAMENTO DI ATTREZZATURE E COMPONENTI | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | RICOSTRUZIONE E RICONDIZIONAMENTO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
KRAIBURG TPE,https://dp-plast.fieramilano.it/exhibitor/33,https://dp-plast.fieramilano.it/exhibitor/33,Friedrich-Schmidt-Strasse 2,84478,WALDKRAIBURG,,,Germany,+49 8638 98100,info@kraiburg-tpe.com,http://www.kraiburg-tpe.com,9,D82 D86,,,,,"ELASTOMERI TERMOPLASTICI (TPE) | ELASTOMERI | MATERIE PRIME, RIGENERATE E COMPOSITI","KRAIBURG TPE (www.kraiburg-tpe.com) è un produttore globale specialista negli elastomeri termoplastici. KRAIBURG TPE è stata fondata nel 2001 come divisione indipendente del gruppo KRAIBURG ed è oggi leader di competenza riconosciuto nel settore dei compound in TPE. L'obiettivo dell'azienda è di fornire prodotti di qualità, affidabili e sostenibili per le realizzazioni dei clienti."
OLMAS,https://dp-plast.fieramilano.it/exhibitor/34,https://dp-plast.fieramilano.it/exhibitor/34,Via per Albiate 37,20841,CARATE BRIANZA,MB,Lombardia,Italy,+39 0362 932691,olmas@olmas.com,http://www.olmas.com,13,B21 C22,,,,,"IMPIANTI D'ESTRUSIONE PER TUBI E PROFILI | IMPIANTI D'ESTRUSIONE, ALTRI | CORRUGATORI PER TUBI E LASTRE | ESTRUSORI E IMPIANTI D'ESTRUSIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE PER LAVORAZIONE SECONDARIA DI  MATERIE PLASTICHE E GOMMA",
DOLDER MASSARA,https://dp-plast.fieramilano.it/exhibitor/35,https://dp-plast.fieramilano.it/exhibitor/35,Piazza Tranquillo Zerbi 3,21047,SARONNO,VA,Lombardia,Italy,+39 02 96426026,info.massara@dolder.com,http://www.dolder.com,9,D102 D98,,,,,"ALTRI COPOLIMERI | POLIAMMIDE 6 (PA 6) | POLIAMMIDE 66 (PA 66) | POLIAMMIDE 11 (PA 11) | POLIAMMIDE 12 (PA 12) | COPOLIMERI | POLIBUTILENTEREFTALATO (PBT) | POLIETILENTEREFTALATO (PET) | POLIETILENE ALTA DENSITA' (HDPE) | POLIETILENE RIGENERATO (R PE) | POLIETERETERCHETONE (PEEK) | ALTRI FLUOROPOLIMERI | POLITETRAFLUORETILENE (PTFE) | ELASTOMERI A BLOCCHI STIRENICI (SIS, SBS, SEBS) | ELASTOMERI TERMOPLASTICI (TPE) | PIGMENTI IN POLVERE | VULCANIZZANTI | LUBRIFICANTI | RETICOLANTI | ACRILICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIAMMIDICHE | POLIESTERI TERMOPLASTICI | POLIOLEFINICHE | ALTRE MATERIE PLASTICHE | FLUOROPOLIMERI | ELASTOMERI | PIGMENTI, COLORANTI E MASTERBATCH | ALTRI ADDITIVI E AUSILIARI DI PROCESSO",
TPV COMPOUND,https://dp-plast.fieramilano.it/exhibitor/36,https://dp-plast.fieramilano.it/exhibitor/36,Via Leonardo Da Vinci 5,44011,ARGENTA,FE,Emilia-Romagna,Italy,+39 0532 315619,vendite@tpvcompound.com,http://www.tpvcompound.com,9,D90 D94,,,,,"CLORURO DI POLIVINILE (PVC) | LEGHE A BASE VINILICA | ELASTOMERI TERMOPLASTICI (TPE) | MASTERBATCH COLORANTI | VINILICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | ELASTOMERI | PIGMENTI, COLORANTI E MASTERBATCH",
OMG,https://dp-plast.fieramilano.it/exhibitor/37,https://dp-plast.fieramilano.it/exhibitor/37,"Via Europa 11, Frazione Camignone",25050,PASSIRANO,BS,Lombardia,Italy,+39 030 68561,centralino@omgspa.com,http://www.omgspa.com,13,G07 H02,,,,,VITI DI PLASTIFICAZIONE | CILINDRI DI PLASTIFICAZIONE | CAMERE DI PLASTIFICAZIONE | PARTI E COMPONENTI DI MACCHINE  PER MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
